"","X","Semester","Banyak","namaPT","namaProdi","statusProdi","tanggalBerdiri"
"23062",23062,"Ganjil 2011","51","Akademi Teknologi Grafika Indonesia Jakarta","Teknik Grafis","Aktif","30 September 1965"
"23063",23063,"Genap 2010","55","Akademi Teknologi Grafika Indonesia Jakarta","Teknik Grafis","Aktif","30 September 1965"
"23064",23064,"Ganjil 2010","55","Akademi Teknologi Grafika Indonesia Jakarta","Teknik Grafis","Aktif","30 September 1965"
"23065",23065,"Genap 2009","76","Akademi Teknologi Grafika Indonesia Jakarta","Teknik Grafis","Aktif","30 September 1965"
"23066",23066,"Ganjil 2009","77","Akademi Teknologi Grafika Indonesia Jakarta","Teknik Grafis","Aktif","30 September 1965"
"23067",23067,"Genap 2017","45","Akademi Maritim Djadajat","Teknika","Aktif","1 Oktober 1963"
"23068",23068,"Ganjil 2017","754","Akademi Maritim Djadajat","Teknika","Aktif","1 Oktober 1963"
"23069",23069,"Genap 2016","624","Akademi Maritim Djadajat","Teknika","Aktif","1 Oktober 1963"
"23070",23070,"Ganjil 2016","686","Akademi Maritim Djadajat","Teknika","Aktif","1 Oktober 1963"
"23071",23071,"Genap 2015","540","Akademi Maritim Djadajat","Teknika","Aktif","1 Oktober 1963"
"23072",23072,"Ganjil 2015","694","Akademi Maritim Djadajat","Teknika","Aktif","1 Oktober 1963"
"23073",23073,"Genap 2014","574","Akademi Maritim Djadajat","Teknika","Aktif","1 Oktober 1963"
"23074",23074,"Ganjil 2014","606","Akademi Maritim Djadajat","Teknika","Aktif","1 Oktober 1963"
"23075",23075,"Genap 2013","500","Akademi Maritim Djadajat","Teknika","Aktif","1 Oktober 1963"
"23076",23076,"Ganjil 2013","522","Akademi Maritim Djadajat","Teknika","Aktif","1 Oktober 1963"
"23077",23077,"Genap 2012","398","Akademi Maritim Djadajat","Teknika","Aktif","1 Oktober 1963"
"23078",23078,"Ganjil 2012","434","Akademi Maritim Djadajat","Teknika","Aktif","1 Oktober 1963"
"23079",23079,"Genap 2011","302","Akademi Maritim Djadajat","Teknika","Aktif","1 Oktober 1963"
"23080",23080,"Ganjil 2011","332","Akademi Maritim Djadajat","Teknika","Aktif","1 Oktober 1963"
"23081",23081,"Genap 2010","224","Akademi Maritim Djadajat","Teknika","Aktif","1 Oktober 1963"
"23082",23082,"Ganjil 2010","225","Akademi Maritim Djadajat","Teknika","Aktif","1 Oktober 1963"
"23083",23083,"Genap 2009","166","Akademi Maritim Djadajat","Teknika","Aktif","1 Oktober 1963"
"23084",23084,"Ganjil 2009","184","Akademi Maritim Djadajat","Teknika","Aktif","1 Oktober 1963"
"23085",23085,"Genap 2017","79","Akademi Maritim Djadajat","Nautika","Aktif","1 Oktober 1963"
"23086",23086,"Ganjil 2017","1085","Akademi Maritim Djadajat","Nautika","Aktif","1 Oktober 1963"
"23087",23087,"Genap 2016","899","Akademi Maritim Djadajat","Nautika","Aktif","1 Oktober 1963"
"23088",23088,"Ganjil 2016","1013","Akademi Maritim Djadajat","Nautika","Aktif","1 Oktober 1963"
"23089",23089,"Genap 2015","819","Akademi Maritim Djadajat","Nautika","Aktif","1 Oktober 1963"
"23090",23090,"Ganjil 2015","1061","Akademi Maritim Djadajat","Nautika","Aktif","1 Oktober 1963"
"23091",23091,"Genap 2014","912","Akademi Maritim Djadajat","Nautika","Aktif","1 Oktober 1963"
"23092",23092,"Ganjil 2014","973","Akademi Maritim Djadajat","Nautika","Aktif","1 Oktober 1963"
"23093",23093,"Genap 2013","795","Akademi Maritim Djadajat","Nautika","Aktif","1 Oktober 1963"
"23094",23094,"Ganjil 2013","829","Akademi Maritim Djadajat","Nautika","Aktif","1 Oktober 1963"
"23095",23095,"Genap 2012","643","Akademi Maritim Djadajat","Nautika","Aktif","1 Oktober 1963"
"23096",23096,"Ganjil 2012","678","Akademi Maritim Djadajat","Nautika","Aktif","1 Oktober 1963"
"23097",23097,"Genap 2011","418","Akademi Maritim Djadajat","Nautika","Aktif","1 Oktober 1963"
"23098",23098,"Ganjil 2011","467","Akademi Maritim Djadajat","Nautika","Aktif","1 Oktober 1963"
"23099",23099,"Genap 2010","316","Akademi Maritim Djadajat","Nautika","Aktif","1 Oktober 1963"
"23100",23100,"Ganjil 2010","317","Akademi Maritim Djadajat","Nautika","Aktif","1 Oktober 1963"
"23101",23101,"Genap 2009","239","Akademi Maritim Djadajat","Nautika","Aktif","1 Oktober 1963"
"23102",23102,"Ganjil 2009","268","Akademi Maritim Djadajat","Nautika","Aktif","1 Oktober 1963"
"23103",23103,"Genap 2013","2","Akademi Sekretari Dan Manajemen Saint Mary","Sekretari","Alih Bentuk","11 Februari 1986"
"23104",23104,"Ganjil 2013","94","Akademi Sekretari Dan Manajemen Saint Mary","Sekretari","Alih Bentuk","11 Februari 1986"
"23105",23105,"Genap 2012","125","Akademi Sekretari Dan Manajemen Saint Mary","Sekretari","Alih Bentuk","11 Februari 1986"
"23106",23106,"Ganjil 2012","125","Akademi Sekretari Dan Manajemen Saint Mary","Sekretari","Alih Bentuk","11 Februari 1986"
"23107",23107,"Genap 2011","120","Akademi Sekretari Dan Manajemen Saint Mary","Sekretari","Alih Bentuk","11 Februari 1986"
"23108",23108,"Ganjil 2011","114","Akademi Sekretari Dan Manajemen Saint Mary","Sekretari","Alih Bentuk","11 Februari 1986"
"23109",23109,"Genap 2010","226","Akademi Sekretari Dan Manajemen Saint Mary","Sekretari","Alih Bentuk","11 Februari 1986"
"23110",23110,"Ganjil 2010","303","Akademi Sekretari Dan Manajemen Saint Mary","Sekretari","Alih Bentuk","11 Februari 1986"
"23111",23111,"Genap 2009","247","Akademi Sekretari Dan Manajemen Saint Mary","Sekretari","Alih Bentuk","11 Februari 1986"
"23112",23112,"Ganjil 2009","245","Akademi Sekretari Dan Manajemen Saint Mary","Sekretari","Alih Bentuk","11 Februari 1986"
"23113",23113,"Genap 2013","40","Akademi Telekomunikasi Indonesia Gemilang","Teknik Telekomunikasi","Aktif","17 Februari 1997"
"23114",23114,"Ganjil 2013","89","Akademi Telekomunikasi Indonesia Gemilang","Teknik Telekomunikasi","Aktif","17 Februari 1997"
"23115",23115,"Genap 2012","99","Akademi Telekomunikasi Indonesia Gemilang","Teknik Telekomunikasi","Aktif","17 Februari 1997"
"23116",23116,"Ganjil 2012","99","Akademi Telekomunikasi Indonesia Gemilang","Teknik Telekomunikasi","Aktif","17 Februari 1997"
"23117",23117,"Genap 2011","132","Akademi Telekomunikasi Indonesia Gemilang","Teknik Telekomunikasi","Aktif","17 Februari 1997"
"23118",23118,"Ganjil 2011","132","Akademi Telekomunikasi Indonesia Gemilang","Teknik Telekomunikasi","Aktif","17 Februari 1997"
"23119",23119,"Genap 2010","158","Akademi Telekomunikasi Indonesia Gemilang","Teknik Telekomunikasi","Aktif","17 Februari 1997"
"23120",23120,"Ganjil 2010","175","Akademi Telekomunikasi Indonesia Gemilang","Teknik Telekomunikasi","Aktif","17 Februari 1997"
"23121",23121,"Genap 2009","144","Akademi Telekomunikasi Indonesia Gemilang","Teknik Telekomunikasi","Aktif","17 Februari 1997"
"23122",23122,"Ganjil 2009","172","Akademi Telekomunikasi Indonesia Gemilang","Teknik Telekomunikasi","Aktif","17 Februari 1997"
"23123",23123,"Ganjil 2017","75","Akademi Sekretari Dan Manajemen Don Bosco","Sekretari","Aktif","19 April 1990"
"23124",23124,"Genap 2016","1","Akademi Sekretari Dan Manajemen Don Bosco","Sekretari","Aktif","19 April 1990"
"23125",23125,"Genap 2016","80","Akademi Sekretari Dan Manajemen Don Bosco","Sekretari","Aktif","19 April 1990"
"23126",23126,"Ganjil 2016","87","Akademi Sekretari Dan Manajemen Don Bosco","Sekretari","Aktif","19 April 1990"
"23127",23127,"Genap 2015","73","Akademi Sekretari Dan Manajemen Don Bosco","Sekretari","Aktif","19 April 1990"
"23128",23128,"Ganjil 2015","120","Akademi Sekretari Dan Manajemen Don Bosco","Sekretari","Aktif","19 April 1990"
"23129",23129,"Genap 2014","101","Akademi Sekretari Dan Manajemen Don Bosco","Sekretari","Aktif","19 April 1990"
"23130",23130,"Ganjil 2014","104","Akademi Sekretari Dan Manajemen Don Bosco","Sekretari","Aktif","19 April 1990"
"23131",23131,"Genap 2013","138","Akademi Sekretari Dan Manajemen Don Bosco","Sekretari","Aktif","19 April 1990"
"23132",23132,"Ganjil 2013","138","Akademi Sekretari Dan Manajemen Don Bosco","Sekretari","Aktif","19 April 1990"
"23133",23133,"Genap 2012","149","Akademi Sekretari Dan Manajemen Don Bosco","Sekretari","Aktif","19 April 1990"
"23134",23134,"Ganjil 2012","156","Akademi Sekretari Dan Manajemen Don Bosco","Sekretari","Aktif","19 April 1990"
"23135",23135,"Genap 2011","190","Akademi Sekretari Dan Manajemen Don Bosco","Sekretari","Aktif","19 April 1990"
"23136",23136,"Ganjil 2011","180","Akademi Sekretari Dan Manajemen Don Bosco","Sekretari","Aktif","19 April 1990"
"23137",23137,"Genap 2010","199","Akademi Sekretari Dan Manajemen Don Bosco","Sekretari","Aktif","19 April 1990"
"23138",23138,"Ganjil 2010","209","Akademi Sekretari Dan Manajemen Don Bosco","Sekretari","Aktif","19 April 1990"
"23139",23139,"Genap 2009","269","Akademi Sekretari Dan Manajemen Don Bosco","Sekretari","Aktif","19 April 1990"
"23140",23140,"Ganjil 2009","265","Akademi Sekretari Dan Manajemen Don Bosco","Sekretari","Aktif","19 April 1990"
"23141",23141,"Genap 2017","9","Akademi Pariwisata Nusantara Jaya","Perhotelan","Aktif","10 Mei 1993"
"23142",23142,"Ganjil 2017","6","Akademi Pariwisata Nusantara Jaya","Perhotelan","Aktif","10 Mei 1993"
"23143",23143,"Ganjil 2016","30","Akademi Pariwisata Nusantara Jaya","Perhotelan","Aktif","10 Mei 1993"
"23144",23144,"Genap 2015","23","Akademi Pariwisata Nusantara Jaya","Perhotelan","Aktif","10 Mei 1993"
"23145",23145,"Ganjil 2015","35","Akademi Pariwisata Nusantara Jaya","Perhotelan","Aktif","10 Mei 1993"
"23146",23146,"Genap 2014","37","Akademi Pariwisata Nusantara Jaya","Perhotelan","Aktif","10 Mei 1993"
"23147",23147,"Ganjil 2014","59","Akademi Pariwisata Nusantara Jaya","Perhotelan","Aktif","10 Mei 1993"
"23148",23148,"Genap 2013","42","Akademi Pariwisata Nusantara Jaya","Perhotelan","Aktif","10 Mei 1993"
"23149",23149,"Ganjil 2013","42","Akademi Pariwisata Nusantara Jaya","Perhotelan","Aktif","10 Mei 1993"
"23150",23150,"Genap 2012","43","Akademi Pariwisata Nusantara Jaya","Perhotelan","Aktif","10 Mei 1993"
"23151",23151,"Ganjil 2012","53","Akademi Pariwisata Nusantara Jaya","Perhotelan","Aktif","10 Mei 1993"
"23152",23152,"Genap 2011","47","Akademi Pariwisata Nusantara Jaya","Perhotelan","Aktif","10 Mei 1993"
"23153",23153,"Ganjil 2011","54","Akademi Pariwisata Nusantara Jaya","Perhotelan","Aktif","10 Mei 1993"
"23154",23154,"Genap 2010","35","Akademi Pariwisata Nusantara Jaya","Perhotelan","Aktif","10 Mei 1993"
"23155",23155,"Ganjil 2010","38","Akademi Pariwisata Nusantara Jaya","Perhotelan","Aktif","10 Mei 1993"
"23156",23156,"Genap 2009","27","Akademi Pariwisata Nusantara Jaya","Perhotelan","Aktif","10 Mei 1993"
"23157",23157,"Ganjil 2009","41","Akademi Pariwisata Nusantara Jaya","Perhotelan","Aktif","10 Mei 1993"
"23158",23158,"Genap 2017","137","Akademi Pariwisata Nusantara Jaya","Perhotelan","Aktif","10 Mei 1993"
"23159",23159,"Ganjil 2017","48","Akademi Pariwisata Nusantara Jaya","Perhotelan","Aktif","10 Mei 1993"
"23160",23160,"Genap 2016","43","Akademi Pariwisata Nusantara Jaya","Perhotelan","Aktif","10 Mei 1993"
"23161",23161,"Ganjil 2016","84","Akademi Pariwisata Nusantara Jaya","Perhotelan","Aktif","10 Mei 1993"
"23162",23162,"Genap 2015","118","Akademi Pariwisata Nusantara Jaya","Perhotelan","Aktif","10 Mei 1993"
"23163",23163,"Ganjil 2015","156","Akademi Pariwisata Nusantara Jaya","Perhotelan","Aktif","10 Mei 1993"
"23164",23164,"Genap 2014","115","Akademi Pariwisata Nusantara Jaya","Perhotelan","Aktif","10 Mei 1993"
"23165",23165,"Ganjil 2014","170","Akademi Pariwisata Nusantara Jaya","Perhotelan","Aktif","10 Mei 1993"
"23166",23166,"Genap 2013","124","Akademi Pariwisata Nusantara Jaya","Perhotelan","Aktif","10 Mei 1993"
"23167",23167,"Ganjil 2013","124","Akademi Pariwisata Nusantara Jaya","Perhotelan","Aktif","10 Mei 1993"
"23168",23168,"Genap 2012","104","Akademi Pariwisata Nusantara Jaya","Perhotelan","Aktif","10 Mei 1993"
"23169",23169,"Ganjil 2012","132","Akademi Pariwisata Nusantara Jaya","Perhotelan","Aktif","10 Mei 1993"
"23170",23170,"Genap 2011","95","Akademi Pariwisata Nusantara Jaya","Perhotelan","Aktif","10 Mei 1993"
"23171",23171,"Ganjil 2011","97","Akademi Pariwisata Nusantara Jaya","Perhotelan","Aktif","10 Mei 1993"
"23172",23172,"Genap 2010","85","Akademi Pariwisata Nusantara Jaya","Perhotelan","Aktif","10 Mei 1993"
"23173",23173,"Ganjil 2010","106","Akademi Pariwisata Nusantara Jaya","Perhotelan","Aktif","10 Mei 1993"
"23174",23174,"Genap 2009","102","Akademi Pariwisata Nusantara Jaya","Perhotelan","Aktif","10 Mei 1993"
"23175",23175,"Ganjil 2009","117","Akademi Pariwisata Nusantara Jaya","Perhotelan","Aktif","10 Mei 1993"
"23177",23177,"Ganjil 2017","7292","AMIK BSI Jakarta","Manajemen Informatika","Aktif","3 Maret 1994"
"23178",23178,"Genap 2016","7359","AMIK BSI Jakarta","Manajemen Informatika","Aktif","3 Maret 1994"
"23179",23179,"Ganjil 2016","8458","AMIK BSI Jakarta","Manajemen Informatika","Aktif","3 Maret 1994"
"23180",23180,"Genap 2015","8539","AMIK BSI Jakarta","Manajemen Informatika","Aktif","3 Maret 1994"
"23181",23181,"Ganjil 2015","8890","AMIK BSI Jakarta","Manajemen Informatika","Aktif","3 Maret 1994"
"23182",23182,"Genap 2014","11126","AMIK BSI Jakarta","Manajemen Informatika","Aktif","3 Maret 1994"
"23183",23183,"Ganjil 2014","19211","AMIK BSI Jakarta","Manajemen Informatika","Aktif","3 Maret 1994"
"23184",23184,"Genap 2013","21025","AMIK BSI Jakarta","Manajemen Informatika","Aktif","3 Maret 1994"
"23185",23185,"Ganjil 2013","19907","AMIK BSI Jakarta","Manajemen Informatika","Aktif","3 Maret 1994"
"23186",23186,"Genap 2012","28438","AMIK BSI Jakarta","Manajemen Informatika","Aktif","3 Maret 1994"
"23187",23187,"Ganjil 2012","26495","AMIK BSI Jakarta","Manajemen Informatika","Aktif","3 Maret 1994"
"23188",23188,"Genap 2011","22087","AMIK BSI Jakarta","Manajemen Informatika","Aktif","3 Maret 1994"
"23189",23189,"Ganjil 2011","23446","AMIK BSI Jakarta","Manajemen Informatika","Aktif","3 Maret 1994"
"23190",23190,"Genap 2010","27309","AMIK BSI Jakarta","Manajemen Informatika","Aktif","3 Maret 1994"
"23191",23191,"Ganjil 2010","29403","AMIK BSI Jakarta","Manajemen Informatika","Aktif","3 Maret 1994"
"23192",23192,"Genap 2009","18058","AMIK BSI Jakarta","Manajemen Informatika","Aktif","3 Maret 1994"
"23193",23193,"Ganjil 2009","25659","AMIK BSI Jakarta","Manajemen Informatika","Aktif","3 Maret 1994"
"23194",23194,"Ganjil 2017","3282","AMIK BSI Jakarta","Teknik Komputer","Aktif","3 Maret 1994"
"23195",23195,"Genap 2016","3014","AMIK BSI Jakarta","Teknik Komputer","Aktif","3 Maret 1994"
"23196",23196,"Ganjil 2016","3550","AMIK BSI Jakarta","Teknik Komputer","Aktif","3 Maret 1994"
"23197",23197,"Genap 2015","3368","AMIK BSI Jakarta","Teknik Komputer","Aktif","3 Maret 1994"
"23198",23198,"Ganjil 2015","3492","AMIK BSI Jakarta","Teknik Komputer","Aktif","3 Maret 1994"
"23199",23199,"Genap 2014","4012","AMIK BSI Jakarta","Teknik Komputer","Aktif","3 Maret 1994"
"23200",23200,"Ganjil 2014","5170","AMIK BSI Jakarta","Teknik Komputer","Aktif","3 Maret 1994"
"23201",23201,"Genap 2013","4998","AMIK BSI Jakarta","Teknik Komputer","Aktif","3 Maret 1994"
"23202",23202,"Ganjil 2013","6561","AMIK BSI Jakarta","Teknik Komputer","Aktif","3 Maret 1994"
"23203",23203,"Genap 2012","6835","AMIK BSI Jakarta","Teknik Komputer","Aktif","3 Maret 1994"
"23204",23204,"Ganjil 2012","7998","AMIK BSI Jakarta","Teknik Komputer","Aktif","3 Maret 1994"
"23205",23205,"Genap 2011","5302","AMIK BSI Jakarta","Teknik Komputer","Aktif","3 Maret 1994"
"23206",23206,"Ganjil 2011","5652","AMIK BSI Jakarta","Teknik Komputer","Aktif","3 Maret 1994"
"23207",23207,"Genap 2010","4569","AMIK BSI Jakarta","Teknik Komputer","Aktif","3 Maret 1994"
"23208",23208,"Ganjil 2010","4638","AMIK BSI Jakarta","Teknik Komputer","Aktif","3 Maret 1994"
"23209",23209,"Genap 2009","3644","AMIK BSI Jakarta","Teknik Komputer","Aktif","3 Maret 1994"
"23210",23210,"Ganjil 2009","5307","AMIK BSI Jakarta","Teknik Komputer","Aktif","3 Maret 1994"
"23211",23211,"Ganjil 2017","2746","AMIK BSI Jakarta","Komputerisasi Akuntansi","Aktif","3 Maret 1994"
"23212",23212,"Genap 2016","3238","AMIK BSI Jakarta","Komputerisasi Akuntansi","Aktif","3 Maret 1994"
"23213",23213,"Ganjil 2016","3624","AMIK BSI Jakarta","Komputerisasi Akuntansi","Aktif","3 Maret 1994"
"23214",23214,"Genap 2015","3904","AMIK BSI Jakarta","Komputerisasi Akuntansi","Aktif","3 Maret 1994"
"23215",23215,"Ganjil 2015","4083","AMIK BSI Jakarta","Komputerisasi Akuntansi","Aktif","3 Maret 1994"
"23216",23216,"Genap 2014","5214","AMIK BSI Jakarta","Komputerisasi Akuntansi","Aktif","3 Maret 1994"
"23217",23217,"Ganjil 2014","6265","AMIK BSI Jakarta","Komputerisasi Akuntansi","Aktif","3 Maret 1994"
"23218",23218,"Genap 2013","6779","AMIK BSI Jakarta","Komputerisasi Akuntansi","Aktif","3 Maret 1994"
"23219",23219,"Ganjil 2013","8744","AMIK BSI Jakarta","Komputerisasi Akuntansi","Aktif","3 Maret 1994"
"23220",23220,"Genap 2012","10006","AMIK BSI Jakarta","Komputerisasi Akuntansi","Aktif","3 Maret 1994"
"23221",23221,"Ganjil 2012","11528","AMIK BSI Jakarta","Komputerisasi Akuntansi","Aktif","3 Maret 1994"
"23222",23222,"Genap 2011","8644","AMIK BSI Jakarta","Komputerisasi Akuntansi","Aktif","3 Maret 1994"
"23223",23223,"Ganjil 2011","9169","AMIK BSI Jakarta","Komputerisasi Akuntansi","Aktif","3 Maret 1994"
"23224",23224,"Genap 2010","9047","AMIK BSI Jakarta","Komputerisasi Akuntansi","Aktif","3 Maret 1994"
"23225",23225,"Ganjil 2010","11522","AMIK BSI Jakarta","Komputerisasi Akuntansi","Aktif","3 Maret 1994"
"23226",23226,"Genap 2009","8213","AMIK BSI Jakarta","Komputerisasi Akuntansi","Aktif","3 Maret 1994"
"23227",23227,"Ganjil 2009","12118","AMIK BSI Jakarta","Komputerisasi Akuntansi","Aktif","3 Maret 1994"
"23228",23228,"Ganjil 2017","259","Akademi Komunikasi Media Radio Dan TV Jakarta","Hubungan Masyarakat","Aktif","17 September 1996"
"23229",23229,"Genap 2016","209","Akademi Komunikasi Media Radio Dan TV Jakarta","Hubungan Masyarakat","Aktif","17 September 1996"
"23230",23230,"Ganjil 2016","302","Akademi Komunikasi Media Radio Dan TV Jakarta","Hubungan Masyarakat","Aktif","17 September 1996"
"23231",23231,"Genap 2015","346","Akademi Komunikasi Media Radio Dan TV Jakarta","Hubungan Masyarakat","Aktif","17 September 1996"
"23232",23232,"Ganjil 2015","365","Akademi Komunikasi Media Radio Dan TV Jakarta","Hubungan Masyarakat","Aktif","17 September 1996"
"23233",23233,"Genap 2014","374","Akademi Komunikasi Media Radio Dan TV Jakarta","Hubungan Masyarakat","Aktif","17 September 1996"
"23234",23234,"Ganjil 2014","374","Akademi Komunikasi Media Radio Dan TV Jakarta","Hubungan Masyarakat","Aktif","17 September 1996"
"23235",23235,"Genap 2013","404","Akademi Komunikasi Media Radio Dan TV Jakarta","Hubungan Masyarakat","Aktif","17 September 1996"
"23236",23236,"Ganjil 2013","415","Akademi Komunikasi Media Radio Dan TV Jakarta","Hubungan Masyarakat","Aktif","17 September 1996"
"23237",23237,"Genap 2012","416","Akademi Komunikasi Media Radio Dan TV Jakarta","Hubungan Masyarakat","Aktif","17 September 1996"
"23238",23238,"Ganjil 2012","418","Akademi Komunikasi Media Radio Dan TV Jakarta","Hubungan Masyarakat","Aktif","17 September 1996"
"23239",23239,"Genap 2011","419","Akademi Komunikasi Media Radio Dan TV Jakarta","Hubungan Masyarakat","Aktif","17 September 1996"
"23240",23240,"Ganjil 2011","452","Akademi Komunikasi Media Radio Dan TV Jakarta","Hubungan Masyarakat","Aktif","17 September 1996"
"23241",23241,"Genap 2010","410","Akademi Komunikasi Media Radio Dan TV Jakarta","Hubungan Masyarakat","Aktif","17 September 1996"
"23242",23242,"Ganjil 2010","410","Akademi Komunikasi Media Radio Dan TV Jakarta","Hubungan Masyarakat","Aktif","17 September 1996"
"23243",23243,"Genap 2009","339","Akademi Komunikasi Media Radio Dan TV Jakarta","Hubungan Masyarakat","Aktif","17 September 1996"
"23244",23244,"Ganjil 2009","343","Akademi Komunikasi Media Radio Dan TV Jakarta","Hubungan Masyarakat","Aktif","17 September 1996"
"23245",23245,"Ganjil 2017","105","Akademi Pariwisata Paramitha Jakarta","Perhotelan","Aktif","13 Agustus 1993"
"23246",23246,"Genap 2016","96","Akademi Pariwisata Paramitha Jakarta","Perhotelan","Aktif","13 Agustus 1993"
"23247",23247,"Ganjil 2016","96","Akademi Pariwisata Paramitha Jakarta","Perhotelan","Aktif","13 Agustus 1993"
